voiceID,speaker,gender,Emotion,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,MFCC 13,LPC,LTAS mean,LTAS stdev,LTAS max,LTAS min,LTAS range,LTAS slope,Formant 1 mean,Formant 1 stdev,Formant 2 mean,Formant 2 stdev,Formant 3 mean,Formant 3 stdev,Pitch mean,Pitch stdev,Pitch max,Pitch min,Pitch range,Intensity mean,Intensity stdev,Intensity max,Intensity min,Intensity range,HNR,Duration,ZCR,Jitter PCA,shimmer PCA,Ed5,Ed4,Ed3,Ed2,Ed1,Ea,wentropy
N-01-01-03 (6).wav,1,male,neutral,-525.49744,164.68977,-13.195009,-6.127784,14.570288,-0.63428295,0.8497216,-13.24868,4.495284,-20.518682,-7.848962,5.157591,3.1274056,0.005288323,-26.59051935,20.57009369,41.33930355,-111.7935218,153.1328254,-9.905608381,740.3073021,328.697771,1647.153049,352.0550248,2818.786032,403.3655318,99.22583369,5.205238658,106.7306985,86.01557715,20.71512137,46.40699309,15.95875095,68.21180574,17.48227312,50.72953263,12.38443095,1.184217687,0.083690458,-2.133848269,-0.882752029,44.81430877,11.35046367,0.618115815,0.018635993,0.001631999,43.19684375,98.88571781
N-01-01-03 (7).wav,1,male,neutral,-560.4433,113.16142,-19.519999,10.300979,12.459844,-1.8004391,4.1825957,-13.282539,2.8276536,-10.5003395,-10.845631,-4.839599,-5.8471365,0.013297777,-20.62723242,24.26207412,40.43425497,-106.4469773,146.8812322,-5.596872745,763.6213745,477.8137317,1845.683751,485.0399995,2875.778339,347.4894415,171.8015843,62.20422068,296.4495725,75.0229648,221.4266077,40.78037933,17.94429016,70.77383602,12.93034874,57.84348728,7.388386282,5.479909297,0.134188565,0.606336094,1.011572366,24.81238448,21.04202729,6.024173667,1.076786749,0.029768926,47.01485889,329.5690598
N-01-01-03 (8).wav,1,male,neutral,-471.68613,149.69434,5.7744675,16.610872,-8.768205,6.653463,-1.365361,-15.007521,13.044083,-9.890956,-12.395482,5.942931,-0.9108334,0.006015758,-21.63545337,24.62930222,41.67504942,-97.78098607,139.4560355,-14.5644762,685.6931968,366.3998862,1617.543265,521.0665932,2852.370816,390.3909368,150.7782233,46.69920578,252.313313,80.03301899,172.280294,52.76999403,13.67580492,71.87250452,20.96553359,50.90697093,10.5012276,3.587482993,0.049486517,-0.211867494,-0.353540554,24.51917682,4.750839014,0.955984054,0.944845023,0.043146915,68.78600818,506.2836909
N-01-01-03 (9).wav,1,male,neutral,-499.27142,121.58354,-7.8367486,18.441786,20.737705,10.3204565,1.7449739,-3.5878923,-0.6163222,-15.768803,-9.898499,2.3856359,-0.5138562,0.006942531,-24.88077486,22.26008051,38.88450518,-95.00394372,133.8884489,-6.322073309,746.6817644,394.5841527,1819.678384,368.5062107,2946.68028,359.1876315,127.6320735,32.29836834,185.6345484,74.98405903,110.6504893,46.42383719,11.39787704,73.6425303,24.81430083,48.82822947,5.650243761,3.529433107,0.047947618,3.700910398,3.778117434,14.22199131,9.759442634,4.166449216,0.140233404,0.005135604,71.70674783,249.8249958
N-01-01-04 (1).wav,1,male,sad,-420.02026,154.57767,-40.70901,3.8305144,4.08564,0.09810628,-12.26986,-22.711689,-3.3961282,-14.448071,-6.0291967,0.89739305,-7.9832344,0.023112098,-15.84134834,28.97442739,45.52730391,-99.14613581,144.6734397,-1.879957163,714.6788005,401.2326433,1801.55782,357.7866395,2839.978207,343.3222494,206.0844955,85.32208303,291.7093456,75.60294314,216.1064025,57.22301524,15.48000912,77.84423732,16.1392906,61.70494672,1.991704401,2.600634921,0.06328776,10.4308499,4.666094302,17.84734933,26.53202715,14.6007438,1.847511014,0.032824143,39.13954457,1011.883604
N-01-01-04 (10).wav,1,male,sad,-446.433,202.38863,14.414342,13.570088,10.2583885,5.139657,-7.8953156,-5.7282667,3.9555717,-24.73016,-2.5271943,1.2959044,-12.464619,0.004626215,-20.952314,25.15255899,48.40830075,-95.10516264,143.5134634,-17.63626375,572.5414202,315.9732966,1474.986491,470.2301381,2686.776056,465.3960792,101.5904852,36.85770281,285.6498617,74.97087217,210.6789895,59.73590484,8.929633834,71.75157816,32.95215421,38.79942396,2.864806454,6.373197279,0.042189635,1.224462047,1.699088428,12.0479811,2.551259119,0.815182686,0.732091258,0.065365386,83.78812045,1635.185218
N-01-01-04 (11).wav,1,male,sad,-429.73245,122.563286,-17.762245,7.0091853,8.211259,2.942509,-8.569371,-21.687775,-9.431153,-18.644648,-18.312452,-7.321167,-13.655839,0.002637367,-21.3244168,25.69807072,55.20067251,-98.5608566,153.7615291,-9.722041024,728.0864729,465.5851468,1818.769244,361.0110044,2882.778272,284.4602212,139.4133901,31.28150728,291.7634989,69.5324764,222.2310225,54.07748609,20.98302623,77.53500025,16.74204229,60.79295796,7.265237469,3.494603175,0.080817014,2.709773833,5.850319059,8.500920476,4.023635514,0.762734226,0.058087007,0.002528464,86.65209431,2265.919492
N-01-01-04 (12).wav,1,male,sad,-419.7236,159.74661,-2.3656433,6.613402,2.2065287,-6.162519,-18.317268,-23.308119,-8.945013,-19.889858,-18.465675,-9.270805,-9.50685,0.004333178,-18.34155648,26.71749584,51.39006695,-92.24587131,143.6359383,-11.60818221,553.7525322,263.9352272,1670.558563,524.7559857,2763.662714,407.5612237,119.373487,55.23258583,308.9405481,75.11737021,233.8231779,58.14003705,16.88032202,77.71133966,18.38483528,59.32650438,3.899474107,5.243877551,0.056249568,4.475172934,5.112519651,23.52698187,6.699140892,0.926125119,0.145351925,0.005246582,68.69715361,3003.305482
N-01-01-04 (13).wav,1,male,sad,-426.9438,150.53096,28.26062,23.94062,-8.086705,6.9550924,-0.69296193,-20.764194,-5.959362,-12.700695,-6.782947,-10.6965275,-12.075493,0.002904236,-18.22524114,26.23681207,55.44469725,-100.0471053,155.4918025,-19.97477705,644.7981282,385.4221286,1635.501791,577.5077026,2751.556345,680.8883539,102.4984047,29.06212752,282.1386697,73.56694988,208.5717199,60.56873216,13.84551808,77.06329508,14.23605105,62.82724403,9.865338967,5.479909297,0.068854882,1.912013508,0.59074075,6.151288326,1.349947405,0.849314877,0.354310157,0.018169098,91.27697014,2940.434747
N-01-01-04 (14).wav,1,male,sad,-478.61813,99.36362,2.11701,12.25675,-7.3551726,10.513661,3.8715014,-6.964618,7.125416,-9.702795,-0.71851474,5.7572746,-1.8632317,0.003226201,-17.45175108,26.3114149,52.03041698,-95.69993626,147.7303532,-14.10192863,773.608001,410.3290655,1721.255618,464.2394965,2858.452311,486.4582778,147.6085691,80.79999074,292.2219117,75.09295231,217.1289594,46.23175222,21.56665927,78.4839287,12.5301709,65.9537578,-0.749536055,5.886258503,0.131520669,5.951832476,1.566473219,3.179859735,1.850177739,0.963995798,0.50796481,0.04610701,93.45189491,1891.489915
N-01-01-04 (15).wav,1,male,sad,-438.76425,143.14345,-37.48771,-8.048602,-5.7165422,-15.003402,-17.298492,-16.7849,0.818801,-12.433637,-11.62968,-2.083677,-8.43661,0.003705502,-21.0324173,24.89696739,47.19844652,-93.14993671,140.3483832,-12.07477552,927.3395466,438.0547751,1705.526313,541.6483152,2815.605807,395.9742159,87.51811387,10.79599768,105.8548819,75.39796009,30.45692186,52.79322193,16.24168896,74.92865728,19.07025207,55.85840522,0.802865628,2.380045351,0.084396807,13.73555985,2.906593408,20.61368871,4.915595999,1.034818606,0.120175071,0.004548751,73.31117287,638.2047274
N-01-01-04 (2).wav,1,male,sad,-432.39938,121.53558,-16.735237,12.703975,-2.2863307,10.098101,5.5862722,-7.882449,5.2631245,-10.134095,0.22969246,8.43585,0.40860748,0.004203081,-16.67081005,27.51710865,53.55780853,-97.34299787,150.9008064,-14.40639336,899.7774776,495.7772313,1765.056318,529.5074119,2874.269173,495.0215272,156.1467988,91.58712938,290.2047946,76.41035795,213.7944367,52.38520526,19.68734259,78.91712122,14.48260769,64.43451353,-0.269578195,5.932698413,0.102020264,4.695037251,4.267234473,14.55119904,3.563734741,1.881968683,0.308744824,0.013700911,79.6806518,3024.475076
N-01-01-04 (3).wav,1,male,sad,-545.20483,135.58577,-1.3844856,27.184982,23.998686,5.68837,4.473933,-0.9940451,22.965885,-19.965612,-15.474581,-2.2289274,-8.643557,0.010796885,-20.48750663,24.77964092,46.36542658,-90.42802688,136.7934535,-6.389713248,779.9922296,526.5072696,1827.072849,665.5431156,2971.278561,340.7041628,95.18999957,23.04862251,162.1042178,74.99965379,87.10456406,47.68066469,18.18111408,67.15347172,14.3625877,52.79088402,0.960902012,4.371156463,0.099946121,2.766946859,4.439880358,5.2206526,3.673916742,4.783916431,2.055059202,0.088208401,84.17824662,431.5121175
N-01-01-04 (4).wav,1,male,sad,-527.8574,165.35,-15.340571,6.0274277,31.65186,11.52418,17.106718,1.0550966,18.491901,-10.435778,-0.73320216,-1.7458429,-1.0911709,0.005158623,-24.96536076,20.36023761,37.40789633,-87.92750864,125.335405,-8.619023566,821.7732594,492.1452097,1859.86632,424.878818,2908.04663,409.6665599,111.0358993,16.89818598,136.6127401,79.1707822,57.44195795,48.65856613,8.477385729,66.25346031,25.18497976,41.06848055,2.687006444,1.462857143,0.048474409,8.456807897,1.495104919,6.729902661,12.28343968,2.284992562,0.092709295,0.006976306,78.6019795,53.12298711
N-01-01-04 (5).wav,1,male,sad,-477.22598,124.75604,-41.432858,25.75006,30.545702,2.4967697,7.9739394,-0.9870553,-2.2288482,-4.312225,1.9324366,3.633115,-7.815065,0.00606062,-20.43106837,24.24138665,50.52187341,-88.90504766,139.4269211,-6.772922858,873.1453594,544.7994787,2145.402436,524.1276055,3009.901649,515.8230672,107.1387904,32.97401391,153.2180429,66.83666896,86.3813739,49.0993999,17.25856086,72.63955917,15.94685511,56.69270406,4.39089541,2.889750567,0.08431774,3.205006174,0.800837215,5.005674075,7.726875969,3.413507866,0.47109532,0.006485153,83.37636162,413.2367525
N-01-01-04 (6).wav,1,male,sad,-509.6104,143.74338,-40.635612,-24.21067,-6.201053,-10.478749,-17.96577,-20.918533,0.5709079,-22.633274,-11.465402,-5.2403364,-3.452571,0.011841655,-22.28792161,23.42101565,41.71681999,-92.5101512,134.2269712,-1.790080687,830.9545765,330.8224398,1762.1008,388.5127988,2725.19799,332.8719729,80.20295682,0.926863646,80.85834839,79.54756525,1.310783139,45.22136966,16.38585763,72.08296982,16.33996634,55.74300348,1.816162345,1.485283447,0.093727112,16.28275586,2.396030234,47.82866511,28.12631642,3.806360011,0.092263768,0.00305045,20.14334425,161.7819733
N-01-01-04 (7).wav,1,male,sad,-458.86032,149.78616,-28.296667,3.6004963,10.704219,0.5365033,-18.159405,-10.460151,5.7430463,-17.824053,-6.0804515,-0.13501877,-1.4594423,0.008414666,-22.60531431,24.8758868,44.98613594,-96.06913656,141.0552725,-5.267003211,707.4515233,361.0426568,1718.499475,506.2275998,2786.207238,380.9022058,143.7391632,82.85788744,299.3513638,73.01066879,226.340695,52.79319516,12.48153223,72.60747566,23.56019821,49.04727745,3.659573323,5.977823129,0.05746454,7.795247685,3.864034284,15.88638678,12.04401226,4.365897766,0.394458288,0.012880921,67.29636398,827.0408994
N-01-01-04 (8).wav,1,male,sad,-477.4728,168.90027,31.403133,24.08411,3.936189,17.562965,-6.202447,-17.465508,7.013098,-18.641941,-11.246836,3.4593668,-5.3003907,0.001979987,-22.71187313,24.01323132,50.84117725,-92.45628453,143.2974618,-19.25436044,583.9524255,347.8371683,1606.451359,592.827273,2667.612064,525.5068854,85.33176205,8.69340014,128.4293881,73.41386509,55.01552299,57.59312515,16.21584539,72.42271008,17.25158162,55.17112847,9.897371273,3.564263039,0.056992568,0.085215913,-0.047168431,10.5116682,2.394156137,0.214802217,0.079202996,0.00572903,86.79444142,1244.939148
N-01-01-04 (9).wav,1,male,sad,-396.6393,133.14384,-8.129857,10.548475,13.253115,3.181472,-9.459075,-23.351068,-16.805174,-25.643538,-25.509653,-13.7156,-15.202318,0.002031505,-21.58637043,25.6875544,56.96387654,-97.65689072,154.6207673,-9.383166278,510.9871593,333.6765896,1790.206423,439.5999701,2789.714757,299.1940358,158.259947,22.17091316,193.9933613,70.99415386,122.9992074,61.48786185,15.39524894,80.65735758,19.13097458,61.52638301,10.23597452,3.143605442,0.040318338,3.088672378,3.903427534,4.888506785,2.368726493,0.560202352,0.046051442,0.001945435,92.13456749,2881.350487
N-01-02-01 (1).wav,2,male,angry,-358.30557,116.130714,-89.70356,0.893892,-22.956535,-30.857761,-4.9303584,-23.276325,-7.362425,-11.47069,-8.718112,6.457597,-4.232341,0.013409813,-16.32194866,27.99129471,55.45622058,-81.95662514,137.4128457,4.623257036,767.8972064,195.2814915,1698.45047,307.3733321,2886.601716,263.9228729,190.1791202,47.7163667,312.663527,80.93495275,231.7285742,63.34308383,11.98956824,78.18080735,10.33170596,67.84910139,11.51193293,2.1630839,0.104505243,-2.346706388,-1.308234567,42.55303837,20.89273887,5.984122316,0.714922308,0.012154847,29.84302328,1627.856662
N-01-02-01 (10).wav,2,male,angry,-411.25244,132.5794,-61.133736,-24.044947,-18.910807,-24.382984,-16.865082,-27.301735,-8.626192,-11.163369,-17.473688,0.35217634,-3.6738183,0.010049899,-21.7648989,25.79874526,50.42913112,-96.54149524,146.9706264,3.160213624,807.8001686,284.7354805,1622.806732,355.1955703,2709.482475,332.5411488,177.9978211,43.56183731,315.5580508,82.33263936,233.2254114,58.41208048,12.77859254,76.35569361,27.31039107,49.04530254,10.719844,3.333061224,0.059192234,-1.341321693,1.53123334,45.12617274,23.80080491,2.932077646,0.108619416,0.002259346,28.03006595,1588.239666
N-01-02-01 (11).wav,2,male,angry,-384.80548,146.63312,-77.15864,-23.923887,-11.9490385,-22.321604,-18.78946,-27.312666,-7.2131763,-13.255624,-19.793394,-1.4542587,-3.388366,0.01509579,-18.53059863,27.22793926,49.93254749,-89.39591262,139.3284601,0.841885193,793.2228904,251.3459488,1762.689256,369.8245236,2709.349633,310.1382842,205.7511345,27.74338247,289.3037534,172.4018246,116.9019288,60.00801976,9.551992185,75.7041078,26.26838885,49.43571894,6.245144633,1.021655329,0.066761364,-0.41421763,0.777814212,42.67184213,27.83654256,6.20250374,0.656832791,0.015496359,22.61678242,369.9619279
N-01-02-01 (12).wav,2,male,angry,-462.81805,125.92786,-51.685375,-9.253791,8.914654,-4.607043,-3.825264,-22.729689,-14.477744,-1.9682391,-9.940131,-5.5938,-1.1214497,0.012361904,-21.07283519,24.74018338,42.35645701,-109.2953639,151.6518209,-4.161961671,751.2443335,397.9317379,1823.746267,426.3776401,2804.695498,438.5450883,209.1753314,51.08507904,317.9080926,87.69670734,230.2113852,53.52333919,13.91869684,73.85210385,16.11700198,57.73510187,12.55127299,5.085170068,0.079317341,-2.759842386,-3.204886149,32.71256699,38.06433484,3.21821731,0.15503205,0.003546722,25.84630208,1016.792179
N-01-02-01 (13).wav,2,male,angry,-461.957,132.03828,-57.002888,-23.402987,1.4399184,-11.315064,-1.6090492,-5.946167,-9.630563,-2.5755663,4.0977993,7.056901,4.844008,0.011183679,-22.91152752,24.99958812,44.50000412,-91.67192355,136.1719277,0.034347948,891.3016876,309.5123805,1746.292024,300.70848,2786.281507,335.1533748,218.2362088,44.7888725,308.3233076,134.3698791,173.9534285,50.82883412,17.56692111,73.40256854,16.47629293,56.92627561,8.67888058,1.811156463,0.090652369,-1.972263702,0.099592463,36.38994167,30.9507655,2.984411681,0.154157828,0.002024784,29.51869854,420.1230795
N-01-02-01 (14).wav,2,male,angry,-418.6375,125.291176,-42.78706,-9.004497,3.8587625,-14.864185,-13.64216,-18.358078,-12.613202,-12.4610815,-13.219453,-1.2793764,0.20593666,0.008976281,-19.85128915,25.52197997,48.9963057,-90.98554583,139.9818515,-2.473054028,685.1259985,286.5306989,1652.819701,404.7939651,2818.430279,308.2603492,216.6568496,40.7578306,315.3110194,106.4216847,208.8893347,55.95401511,14.11164892,77.28060965,16.59242502,60.68818463,10.731889,5.688888889,0.065450571,-1.283950126,-0.220788865,31.70929717,19.83517402,3.309398223,0.136135739,0.002523047,45.00747181,1679.38378
N-01-02-01 (15).wav,2,male,angry,-413.21594,127.06493,-62.991405,-7.8025084,-4.325908,-5.640147,-11.634702,-29.368338,-11.881609,-13.216777,-1.7707543,6.4029536,-4.0708632,0.013643543,-21.26019577,26.23333911,51.60221029,-102.6688916,154.2711019,1.032425376,763.4572105,198.1931839,1826.254368,213.4898903,2806.43519,338.556916,207.4495765,53.01376302,310.1224779,78.53424769,231.5882302,55.37517149,13.87151571,76.76132265,21.19138289,55.56993976,7.770865816,3.039773243,0.080860866,-0.691258967,1.024950636,29.4937396,36.05796157,4.891487463,0.217456843,0.007783422,29.33157111,943.4410521
N-01-02-01 (16).wav,2,male,angry,-432.59518,152.8202,-20.073853,-1.0293548,-20.213207,-42.286148,-13.518536,-19.869762,-14.504646,-4.0373635,-19.596731,-9.681052,-3.583719,0.00595508,-24.6326461,24.77964686,43.00189889,-98.63442757,141.6363265,-10.0979411,686.8824399,272.5856272,1338.805191,456.5340898,2816.407145,364.3576138,214.4511699,36.93941989,299.3923162,75.24947782,224.1428384,58.13958133,11.10350646,74.91123544,24.3130395,50.59819594,10.96290115,3.16952381,0.046438398,0.125708617,-0.844509635,49.43420179,10.54282248,0.778338774,0.085809127,0.001316111,39.15751171,1032.999716
N-01-02-01 (17).wav,2,male,angry,-404.0892,112.91731,-93.50193,1.7318574,-15.190752,-11.314877,-9.30018,-34.14883,-10.03771,-13.402748,-10.828155,-7.8778443,-8.341636,0.021897176,-18.22618647,28.8230184,47.51353593,-92.38779574,139.9013317,4.878368753,766.7204313,274.6079408,1845.77505,310.5499262,2792.355077,355.4743198,203.5586577,59.7151355,317.910386,114.1056346,203.8047514,59.27148954,19.90507297,73.78486015,9.771714257,64.01314589,11.73224872,1.718276644,0.154152685,-2.008226072,-2.903183472,20.77824707,49.97533856,10.26686829,0.925203437,0.016307831,18.03803481,1169.032576
N-01-02-01 (18).wav,2,male,angry,-371.07056,124.00479,-73.66369,-1.7144834,-20.92448,-5.832001,-6.2032127,-35.967113,-9.212866,-18.625944,-13.366476,0.4918081,-4.1589746,0.012873669,-16.51398329,28.34352616,51.22789438,-94.38767204,145.6155664,0.461897902,811.4965355,308.5584391,1727.080516,278.7806735,2666.859549,312.6522577,198.1597323,55.16566032,287.3128965,89.57692556,197.7359709,60.66063958,10.92504963,75.79593593,27.64864645,48.14728948,7.959894377,1.253877551,0.072180512,-0.599312234,0.753416357,42.10257655,24.7398312,4.577106047,0.692480577,0.032419981,27.85558565,631.1278895
N-01-02-01 (19).wav,2,male,angry,-432.56384,98.99734,-69.7163,4.6077485,-15.364232,-15.352179,-0.54219484,-21.339449,-6.7677846,-15.937753,-15.633987,1.4921933,-2.6245317,0.018336058,-18.21272682,28.53194465,46.08433973,-94.95037757,141.0347173,4.889352516,871.9668618,422.5680918,1736.002408,460.6222652,2916.019479,398.3179552,205.3721244,50.28851521,312.0482033,121.7182173,190.3299859,52.83615307,19.7431726,75.84052652,10.49840186,65.34212466,10.4874008,3.529433107,0.130761719,-1.780530178,-1.577903607,35.84136704,32.77888756,9.465458408,0.839175075,0.022138832,21.05297308,1540.528672
N-01-02-01 (2).wav,2,male,angry,-443.46866,114.96353,-50.36753,0.13017689,-4.570289,-17.419672,-9.772244,-20.779726,-12.919632,-15.16505,-13.553414,-5.2334538,-8.821319,0.013048966,-18.90192777,27.35118789,47.09629221,-95.73468138,142.8309736,-0.96144817,747.1235605,296.4569552,1692.934686,402.2483571,2773.199045,327.5360712,218.466848,51.41278801,316.5192731,132.458888,184.0603851,51.70811037,19.98989944,75.69589815,10.84380057,64.85209758,10.56717721,4.330521542,0.121631643,-0.467550719,-1.317948307,27.54366735,25.15487926,6.456673359,0.385207906,0.006173435,40.45339869,1624.491902
N-01-02-01 (20).wav,2,male,angry,-448.91406,84.00415,-38.931686,21.422026,-12.678864,-1.8265139,3.5455582,-25.49685,-6.2930837,-7.9739003,-7.5971894,-8.046281,-13.049142,0.019400835,-15.09702534,29.54838903,49.59454596,-86.82604828,136.4205942,-3.988625153,676.2560237,395.9081042,1851.046267,436.9807382,2922.886045,570.0569784,204.6538243,47.27967645,309.3437607,83.78612603,225.5576346,49.88498107,22.37794445,76.04493163,9.200247268,66.84468436,9.15367522,2.391655329,0.170466769,-1.192158475,-1.249587203,18.01757617,23.76239403,4.113739215,3.491221187,0.260506094,50.3545633,1006.279876
N-01-02-01 (21).wav,2,male,angry,-422.96927,115.70562,-74.060776,-15.772119,-2.7538753,-7.65962,-3.6166897,-21.935541,-7.4113727,-2.0002725,-9.718567,-3.476361,2.1327167,0.01403749,-19.95268063,26.2804476,48.44273845,-100.0450244,148.4877629,6.143731144,896.0462087,354.0303226,1722.899268,421.9098792,2687.153677,359.5471623,180.2715275,34.56208811,311.6291585,77.37373423,234.2554243,57.93943061,11.91695344,75.67179046,29.11348694,46.55830353,11.14980359,4.098321995,0.076392567,-0.540984248,0.609638811,44.4963356,37.77086564,4.307494363,0.188540531,0.004544308,13.23221956,1577.048792
N-01-02-01 (22).wav,2,male,angry,-402.81808,127.96276,-83.74535,-20.845226,-1.1071426,-6.901015,-0.9779718,-15.611334,-4.340011,-3.071608,-12.046757,-5.9437737,1.7349145,0.01648879,-19.05396369,27.24164826,47.15663681,-90.93878381,138.0954206,5.88431991,997.7899575,433.0006489,1733.7537,442.2641223,2707.466987,422.118467,187.715329,30.82698544,279.0773472,151.2418531,127.8354941,61.44339299,9.347921398,74.76439265,29.53442063,45.22997202,10.96289476,2.054965986,0.073107773,-1.805831946,-2.118354519,48.76027039,34.43090393,7.200138249,0.399419094,0.007816129,9.201452208,884.4989186
N-01-02-01 (23).wav,2,male,angry,-385.20245,112.40884,-72.17436,14.784186,-4.0911493,-0.17066105,7.5055165,-15.905194,1.602292,-9.282685,-5.576449,3.8598158,3.7756927,0.017108163,-17.27498801,28.29500252,45.95332147,-103.5682922,149.5216137,1.501139114,978.4662769,437.4777455,1814.835266,479.4418958,2878.421002,414.4424969,231.5792438,45.33342357,313.88039,93.69663459,220.1837554,56.27519072,14.36720292,76.85589038,9.713547398,67.14234298,7.636429719,4.29569161,0.118903723,-0.899224892,0.541545039,40.01491697,32.24070063,7.230717794,1.019440376,0.032163287,19.46206093,1618.463266
N-01-02-01 (24).wav,2,male,angry,-440.7358,114.45472,-62.318806,-0.77494764,-22.509184,-24.19965,-4.7667966,-15.173472,1.9297035,-4.805244,-8.799972,-2.5675223,-2.123354,0.013520579,-20.88090342,26.6091356,44.86408418,-96.34132914,141.2054133,3.929473535,933.7796058,357.4107683,1702.415686,525.0208611,2813.373333,387.4507085,238.4094728,51.98241035,311.7531159,136.1006368,175.6524792,54.55117789,15.46521409,74.7836907,19.84974626,54.93394444,11.64356625,3.152131519,0.091019574,-1.610821668,-0.540491407,54.91081355,28.62237371,4.660121868,0.351426567,0.007737855,11.44752645,1031.675027
N-01-02-01 (25).wav,2,male,angry,-450.0182,95.24775,-63.503902,2.859921,-6.036265,-9.420067,0.8525389,-18.751385,-8.905899,-13.591802,-14.961369,-5.6317644,-8.2607975,0.013210992,-18.4762588,27.22431913,44.35419653,-96.79734008,141.1515366,-0.656707917,934.3403158,487.5858141,1869.555588,439.2916065,2928.975167,397.8610678,234.082565,41.58930822,316.824942,131.7928024,185.0321396,49.10057633,20.59800534,74.30519624,9.413860823,64.89133542,9.768821796,4.458231293,0.182978642,-1.896402033,-0.838270089,42.57105092,25.60307791,4.975246952,0.617291651,0.021315295,26.21201728,1161.01865
N-01-02-01 (26).wav,2,male,angry,-501.38654,92.871445,-57.375137,-1.7421118,-4.5104055,-15.95102,-10.18012,-20.100578,-5.883629,-12.88588,-22.729622,-11.426063,-8.308957,0.013318241,-20.3818015,25.92063097,41.57478931,-95.88503194,137.4598212,2.637621229,816.5465437,419.8949704,1787.26781,526.9671233,2872.5734,430.0503887,206.8681917,59.15281251,311.6192931,110.3381163,201.2811768,46.12345948,21.73205083,75.09948623,9.51455819,65.58492804,10.043813,2.205918367,0.218374202,-0.068441903,0.890480856,39.90647571,24.25306988,6.350964377,0.426051294,0.007474145,29.05596459,449.2672556
N-01-02-01 (27).wav,2,male,angry,-496.03015,73.60486,-42.824688,52.622658,1.3417907,19.908106,18.207468,-22.038204,-3.515344,-28.479813,-14.666815,-8.399905,-16.707907,0.032364804,-18.2348061,27.40180217,40.27951264,-101.0665423,141.346055,-2.113512102,867.9685078,657.1669133,2077.585589,604.9183679,3106.51356,516.3010924,182.9464574,44.76327749,297.5911038,95.89771516,201.6933886,47.67874583,18.63509412,72.2675575,9.933461778,62.33409573,9.044146351,3.448163265,0.18797845,-1.293557196,-0.249795606,12.14955899,19.30371951,15.0457738,5.189678787,0.41006534,47.90120357,464.4774291
N-01-02-01 (28).wav,2,male,angry,-404.73462,101.60914,-52.584564,3.4422588,-15.554368,-15.977433,-9.416474,-28.648273,-12.992164,-16.879442,-13.393836,-1.5181601,-4.1674676,0.012191772,-18.26878977,27.7598108,52.51019646,-112.3047889,164.8149854,-2.796728615,790.1310852,316.0352176,1804.63262,386.5040468,2922.939784,343.9220671,181.5545532,42.98950487,315.7339131,76.34267368,239.3912394,54.09690826,16.37386223,77.65167925,9.605124121,68.04655513,8.288529448,3.854512472,0.11788693,-1.165608194,-0.519571174,40.73546126,14.39348049,5.124074549,0.983386186,0.028070466,38.73552705,1284.016064
N-01-02-01 (29).wav,2,male,angry,-458.58356,105.43527,-47.640507,22.180988,-0.30994442,-3.7846093,-5.9623895,-26.650375,-7.137959,-14.852031,-10.805219,-2.9746053,-5.0799575,0.015358229,-17.11167623,27.1563949,48.54151486,-94.29068475,142.8321996,-3.21231035,760.3477645,422.6085422,1955.339833,425.1611006,2990.477837,429.0708672,209.2479575,58.83300741,305.0508161,108.7904934,196.2603227,48.96053564,18.20585873,74.1863,9.533543771,64.65275623,5.189035311,2.856054422,0.149736289,0.789982864,1.439359234,25.43066279,21.101141,8.544322223,0.986803161,0.032665878,43.90440495,589.4915533
N-01-02-01 (3).wav,2,male,angry,-486.84567,82.64741,-41.93474,19.606745,-11.020028,-11.505398,-1.1876295,-20.220118,-6.3363986,-12.062378,-8.740407,-5.4146957,-11.998598,0.009441237,-17.64172142,27.14617443,49.76843666,-97.03512591,146.8035626,-2.715701039,818.2485275,381.1998474,1798.36503,512.4548098,2947.395075,429.1161479,180.5253215,32.20162949,312.7715516,144.2155544,168.5559972,46.56219971,23.2325107,74.8818067,12.79081922,62.09098748,12.83521927,2.542585034,0.16488592,-1.787427815,-1.989001123,24.61420245,15.38973916,3.257426625,0.609012246,0.032370028,56.0972495,919.4318102
N-01-02-01 (30).wav,2,male,angry,-425.08728,77.41304,-63.671257,3.5546958,-15.237066,-25.751358,-7.5530157,-18.98259,-3.8595018,-8.015434,-13.344133,0.9845974,-2.9228895,0.017124632,-17.41754047,28.67842665,48.5972257,-95.4696476,144.0668733,4.277626921,893.094962,357.5740295,1797.605741,502.5286415,2981.943673,384.5427779,178.0946176,33.58700945,304.9165147,133.7924732,171.1240415,50.73261999,21.56654469,78.00956726,8.692708901,69.31685836,10.28674546,4.109931973,0.191287962,-1.980255831,-0.858313783,45.94364865,20.66178788,9.900661653,1.047679019,0.028309367,22.41791343,1727.794353
